image_filename,steering_angle
frame_00000.png,51.68172128806141
frame_00001.png,27.092466228391903
frame_00002.png,14.005397030643731
frame_00003.png,7.369380413912451
frame_00004.png,4.021203305484287
frame_00005.png,2.282099185249379
frame_00006.png,1.4301395914625914
frame_00007.png,1.0221829742962227
frame_00008.png,0.7537185346903186
frame_00009.png,0.6498090389898806
frame_00010.png,0.5894952062083035
frame_00011.png,0.5455598157801063
frame_00012.png,0.5520114904778921
frame_00013.png,0.5599309207190899
frame_00014.png,0.5367553035447898
frame_00015.png,0.5139610122980571
frame_00016.png,0.5757626252581276
frame_00017.png,0.8635048695146339
frame_00018.png,0.40165337302559156
frame_00019.png,0.46303745643669175
frame_00020.png,0.4883307422990072
frame_00021.png,0.6011268810071442
frame_00022.png,0.8385928993575268
frame_00023.png,0.48147309660805604
frame_00024.png,0.8352901997982384
frame_00025.png,0.44007330991855015
frame_00026.png,0.5178009573856528
frame_00027.png,0.5504892338998403
frame_00028.png,0.5931299708088303
frame_00029.png,0.6755690858253004
frame_00030.png,0.6494922517153711
frame_00031.png,0.6616813217326751
frame_00032.png,0.7173779580549209
frame_00033.png,0.7951334696974357
frame_00034.png,0.7622965663808714
frame_00035.png,0.813247460698149
frame_00036.png,0.7221221556964372
frame_00037.png,0.8008595689681457
frame_00038.png,0.7485590410225328
frame_00039.png,0.8068055276566881
frame_00040.png,0.7129522154486196
frame_00041.png,0.6769411709358537
frame_00042.png,0.6582150412949886
frame_00043.png,0.661771552964018
frame_00044.png,0.7262337075862974
frame_00045.png,0.7361823879657834
frame_00046.png,0.7752263643234699
frame_00047.png,0.7964585057981254
frame_00048.png,0.7683846160852554
frame_00049.png,0.7687970487627368
frame_00050.png,0.791431190276289
frame_00051.png,0.7809558955078487
frame_00052.png,0.7559204406950699
frame_00053.png,0.7372708683972861
frame_00054.png,0.7227412860226068
frame_00055.png,0.4178380152019039
frame_00056.png,0.9395865730382766
frame_00057.png,0.9151928678044755
frame_00058.png,0.932091565579026
frame_00059.png,5.607134680338916
frame_00060.png,3.1940769553213144
frame_00061.png,1.8705104074948808
frame_00062.png,1.2873321172556942
frame_00063.png,1.0050727261606758
frame_00064.png,1.2903081198980093
frame_00065.png,0.48764181248969507
frame_00066.png,0.630450945699879
frame_00067.png,0.5928589549150658
frame_00068.png,0.6926677737804727
frame_00069.png,0.6259500768877473
frame_00070.png,0.6851034779750726
frame_00071.png,0.6466957023500202
frame_00072.png,0.7215700182621267
frame_00073.png,0.7022543957802441
frame_00074.png,0.7967418976524074
frame_00075.png,0.7298491452984583
frame_00076.png,0.6707256051158623
frame_00077.png,0.6622764693791057
frame_00078.png,0.7866449383581999
frame_00079.png,0.7123179921018199
frame_00080.png,0.7034698165982451
frame_00081.png,0.8340264866907523
frame_00082.png,0.8850363241692243
frame_00083.png,0.8718264511323426
frame_00084.png,0.8646558040739043
frame_00085.png,0.8376358421231878
frame_00086.png,0.8955034118358531
frame_00087.png,0.8710121966880777
frame_00088.png,0.9100026688438341
frame_00089.png,0.8355388793232166
frame_00090.png,0.9142581107111809
frame_00091.png,0.8099455376057083
frame_00092.png,0.7921714575624677
frame_00093.png,0.83392426244653
frame_00094.png,0.9381681473160093
frame_00095.png,0.8916949444117215
frame_00096.png,0.8589245029581951
frame_00097.png,0.8351290046262285
frame_00098.png,0.9020511076477895
frame_00099.png,0.8358851089689852
frame_00100.png,0.7992788704060034
frame_00101.png,52.579288803406214
frame_00102.png,27.082065137396455
frame_00103.png,14.02802097579853
frame_00104.png,7.347965582967052
frame_00105.png,3.922471544756779
frame_00106.png,1.9914201298171248
frame_00107.png,1.528388474884639
frame_00108.png,0.9667471710403334
frame_00109.png,0.6974385069579142
frame_00110.png,0.5741882646309392
frame_00111.png,0.5313170331744587
frame_00112.png,0.5416491036735976
frame_00113.png,0.5618254326744279
frame_00114.png,0.5354580837399325
frame_00115.png,0.524128142047158
frame_00116.png,0.9752460564271695
frame_00117.png,0.275420362928206
frame_00118.png,0.4129275569883347
frame_00119.png,0.4613666127536291
frame_00120.png,0.5700226659108167
frame_00121.png,0.09374485312414049
frame_00122.png,0.8171618912324832
frame_00123.png,0.7733168499919387
frame_00124.png,0.640517698662272
frame_00125.png,0.6614811240054067
frame_00126.png,0.6771983642771403
frame_00127.png,0.60869008266517
frame_00128.png,0.5764895858793097
frame_00129.png,0.5936167528385183
frame_00130.png,0.5930064082079085
frame_00131.png,0.5789369628269896
frame_00132.png,0.6832250659350166
frame_00133.png,0.7208001942104943
frame_00134.png,0.7197173697740837
frame_00135.png,0.7166667178688357
frame_00136.png,0.7485164090063847
frame_00137.png,0.6724123233331127
frame_00138.png,0.7542480641220308
frame_00139.png,0.762947085398237
frame_00140.png,0.7369443578358571
frame_00141.png,0.7372799708743927
frame_00142.png,0.7798374893167008
frame_00143.png,0.8369335793955813
frame_00144.png,0.8408514342462852
frame_00145.png,0.8635920140018783
frame_00146.png,0.8775264798361164
frame_00147.png,0.8509750402853314
frame_00148.png,0.8547816427764658
frame_00149.png,0.900601040947342
frame_00150.png,0.841523412492569
frame_00151.png,0.7856212845313906
frame_00152.png,0.8188696770125319
frame_00153.png,0.8102345165852214
frame_00154.png,0.8724783420097637
frame_00155.png,0.7986083425595837
frame_00156.png,0.8774784560736066
frame_00157.png,0.7773584318735388
frame_00158.png,0.8919002492824859
frame_00159.png,0.9498396305454464
frame_00160.png,1.9455839759944322
frame_00161.png,1.3675855277972726
frame_00162.png,1.1254564421261517
frame_00163.png,0.9292002838689255
frame_00164.png,0.905880837022401
frame_00165.png,0.7861686600446514
frame_00166.png,0.8754067890366226
frame_00167.png,0.9075824896912237
frame_00168.png,0.9265699551841631
frame_00169.png,0.9588835302295151
frame_00170.png,0.6596766880620395
frame_00171.png,1.0607476519191819
frame_00172.png,0.9199874701341368
frame_00173.png,0.8503232333472166
frame_00174.png,0.8548215559556449
frame_00175.png,0.8407862861785587
frame_00176.png,0.9188724403890558
