image_filename,steering_angle
frame_00000.png,-0.0
frame_00001.png,-0.0021834663475488016
frame_00002.png,-0.004366932695097603
frame_00003.png,-0.006550399042646405
frame_00004.png,-0.008733865390195206
frame_00005.png,-0.010917331737744007
frame_00006.png,-0.01095497654218889
frame_00007.png,-0.01099262134663377
frame_00008.png,-0.01103026615107865
frame_00009.png,-0.01106791095552353
frame_00010.png,-0.01110555575996841
frame_00011.png,-0.011143200564413293
frame_00012.png,-0.011180845368858173
frame_00013.png,-0.011218490173303054
frame_00014.png,-0.011256134977747934
frame_00015.png,-0.011293779782192814
frame_00016.png,-0.011331424586637696
frame_00017.png,-0.011369069391082577
frame_00018.png,-0.007757993515190265
frame_00019.png,-0.004146917639297954
frame_00020.png,-0.004004654004080521
frame_00021.png,-0.003862390368863089
frame_00022.png,-0.003720126733645657
frame_00023.png,-0.006367590778739896
frame_00024.png,-0.005614013755734959
frame_00025.png,-0.004860436732730023
frame_00026.png,-0.004106859709725086
frame_00027.png,-0.0033532826867201495
frame_00028.png,-0.002599705663715213
frame_00029.png,-0.0018461286407102763
frame_00030.png,-0.0010925516177053396
frame_00031.png,-0.00033897459470040304
frame_00032.png,0.0039005661612975476
frame_00033.png,0.008140106917295498
frame_00034.png,0.01237964767329345
frame_00035.png,0.013778820948908789
frame_00036.png,0.015177994224524129
frame_00037.png,0.01657716750013947
frame_00038.png,0.017976340775754808
frame_00039.png,0.015412133509840942
frame_00040.png,0.012847926243927077
frame_00041.png,0.010283718978013213
frame_00042.png,0.0077195117120993475
frame_00043.png,0.005155304446185483
frame_00044.png,0.0025910971802716176
frame_00045.png,2.6889914357752788e-05
frame_00046.png,-9.593505205884867e-06
frame_00047.png,-0.003330184085837118
frame_00048.png,-0.006650774666468351
frame_00049.png,-0.009971365247099585
frame_00050.png,-0.01044962013936015
frame_00051.png,-0.010927875031620717
frame_00052.png,-0.011406129923881281
frame_00053.png,-0.011884384816141846
frame_00054.png,-0.012362639708402413
frame_00055.png,-0.012840894600662978
frame_00056.png,-0.013319149492923545
frame_00057.png,-0.01379740438518411
frame_00058.png,-0.014275659277444674
frame_00059.png,-0.014753914169705241
frame_00060.png,-0.017950595571835492
frame_00061.png,-0.021147276973965748
frame_00062.png,-0.024343958376096
