image_filename,steering_angle
frame_00000.png,-0.0
frame_00001.png,-0.0016358409627798666
frame_00002.png,-0.0030868451120113606
frame_00003.png,-0.00453918109147935
frame_00004.png,-0.005747239336301391
frame_00005.png,-0.006995169713161432
frame_00006.png,-0.008718003198413272
frame_00007.png,-0.010190266036983076
frame_00008.png,-0.011863119576094051
frame_00009.png,-0.01342391317025431
frame_00010.png,-0.014713761687033866
frame_00011.png,-0.020683973761572362
frame_00012.png,-0.023206928029384247
frame_00013.png,-0.025647774517750577
frame_00014.png,-0.027618503618396063
frame_00015.png,-0.03101781944049549
frame_00016.png,-0.03477737805365564
frame_00017.png,-0.04003310272382237
frame_00018.png,-0.04631464243629466
frame_00019.png,-0.051774998099460845
frame_00020.png,-0.056293598491708965
frame_00021.png,-0.06269323657444374
frame_00022.png,-0.06892176441706398
frame_00023.png,-0.07465811053157267
frame_00024.png,-0.0791620047308868
frame_00025.png,-0.08444948769276267
frame_00026.png,-0.08927915323257594
frame_00027.png,-0.09377617364359025
frame_00028.png,-0.09891753004703788
frame_00029.png,-0.10515390274568973
frame_00030.png,-0.11126964714669613
frame_00031.png,-0.11681404482398534
frame_00032.png,-0.12129615395857059
frame_00033.png,-0.127122151573235
frame_00034.png,-0.13293840887637884
frame_00035.png,-0.14222658687838816
frame_00036.png,-0.14855241257815238
frame_00037.png,-0.15206647145611216
frame_00038.png,-0.15544909394640172
frame_00039.png,-0.15928882809946004
frame_00040.png,-0.15974982936122617
frame_00041.png,-0.16018153399127755
frame_00042.png,-0.16422788571505864
frame_00043.png,-0.16783126855692104
frame_00044.png,-0.17064676987183702
frame_00045.png,-0.1742085739842253
frame_00046.png,-0.1733101958184875
frame_00047.png,-0.17241603181524284
frame_00048.png,-0.17163642799603737
frame_00049.png,-0.17097520725885149
frame_00050.png,-0.17033068744076446
frame_00051.png,-0.16946840695721335
frame_00052.png,-0.16858005727237357
frame_00053.png,-0.1646508328023174
frame_00054.png,-0.16078136107178695
frame_00055.png,-0.15704137631215645
frame_00056.png,-0.15243926056414808
frame_00057.png,-0.14666418630595218
frame_00058.png,-0.14101023907709873
frame_00059.png,-0.1349087268809228
frame_00060.png,-0.1293946313452807
frame_00061.png,-0.12385365598921681
frame_00062.png,-0.11847858423682851
frame_00063.png,-0.11250163718191289
frame_00064.png,-0.10744661180652884
frame_00065.png,-0.10451691466037119
frame_00066.png,-0.10192047496922214
frame_00067.png,-0.09904019405811369
frame_00068.png,-0.0968584262169145
frame_00069.png,-0.09433860621792861
frame_00070.png,-0.09190057285828744
frame_00071.png,-0.0860787027723518
frame_00072.png,-0.08158361047198924
frame_00073.png,-0.0756887937590932
frame_00074.png,-0.06928328342862643
